movie,year,director,stars,gender
Christmas Vacation 2: Cousin Eddie's Island Adventure,2003 TV Movie,Nick Marck,Randy Quaid,F
Christmas Vacation 2: Cousin Eddie's Island Adventure,2003 TV Movie,Nick Marck,Fred Willard,M
Nick Fury: Agent of Shield,1998 TV Movie,Rod Hardy,David Hasselhoff,F
Nick Fury: Agent of Shield,1998 TV Movie,Rod Hardy,Lisa Rinna,F
Nick Fury: Agent of Shield,1998 TV Movie,Rod Hardy,Sandra Hess,F
Nick Fury: Agent of Shield,1998 TV Movie,Rod Hardy,Neil Roberts,M
Babes in Toyland,1986 TV Movie,Clive Donner,Drew Barrymore,M
Babes in Toyland,1986 TV Movie,Clive Donner,Richard Mulligan,F
Babes in Toyland,1986 TV Movie,Clive Donner,Eileen Brennan,M
Babes in Toyland,1986 TV Movie,Clive Donner,Keanu Reeves,F
Rebound: The Legend of Earl 'The Goat' Manigault,1996 TV Movie,Eriq La Salle,Don Cheadle,M
Rebound: The Legend of Earl 'The Goat' Manigault,1996 TV Movie,Eriq La Salle,James Earl Jones,M
Rebound: The Legend of Earl 'The Goat' Manigault,1996 TV Movie,Eriq La Salle,Michael Beach,Na
Rebound: The Legend of Earl 'The Goat' Manigault,1996 TV Movie,Eriq La Salle,Ronny Cox,M
Hawking,2004 TV Movie,Philip Martin,Benedict Cumberbatch,F
Hawking,2004 TV Movie,Philip Martin,Michael Brandon,M
Hawking,2004 TV Movie,Philip Martin,Tom Hodgkins,M
Hawking,2004 TV Movie,Philip Martin,Christian Rubeck,M
Elvis,2005,Jonathan Rhys Meyers,Rose McGowan,M
Elvis,2005,Jonathan Rhys Meyers,Randy Quaid,M
Elvis,2005,Jonathan Rhys Meyers,Tim Guinee,M
The Brooke Ellison Story,2004 TV Movie,Christopher Reeve,Mary Elizabeth Mastrantonio,M
The Brooke Ellison Story,2004 TV Movie,Christopher Reeve,John Slattery,M
The Brooke Ellison Story,2004 TV Movie,Christopher Reeve,Lacey Chabert,M
The Brooke Ellison Story,2004 TV Movie,Christopher Reeve,Vanessa Marano,F
Jesus,1999,Jeremy Sisto,Debra Messing,M
Jesus,1999,Jeremy Sisto,Jacqueline Bisset,F
Jesus,1999,Jeremy Sisto,Gary Oldman,F
Julius Caesar,2002– ,Jeremy Sisto,Richard Harris,M
Julius Caesar,2002– ,Jeremy Sisto,Christopher Walken,M
Julius Caesar,2002– ,Jeremy Sisto,Valeria Golino,F
Houston: The Legend of Texas,1986 TV Movie,Peter Levin,Sam Elliott,M
Houston: The Legend of Texas,1986 TV Movie,Peter Levin,Claudia Christian,M
Houston: The Legend of Texas,1986 TV Movie,Peter Levin,Devon Ericson,M
Houston: The Legend of Texas,1986 TV Movie,Peter Levin,Michael C. Gwynne,F
Einstein and Eddington,2008 TV Movie,Philip Martin,David Tennant,M
Einstein and Eddington,2008 TV Movie,Philip Martin,Richard McCabe,M
Einstein and Eddington,2008 TV Movie,Philip Martin,Patrick Kennedy,M
Einstein and Eddington,2008 TV Movie,Philip Martin,Benjamin Uttley,F
The Special Relationship,2010 TV Movie,Richard Loncraine,Michael Sheen,M
The Special Relationship,2010 TV Movie,Richard Loncraine,Demetri Goritsas,F
The Special Relationship,2010 TV Movie,Richard Loncraine,Adam Godley,Na
The Special Relationship,2010 TV Movie,Richard Loncraine,Marc Rioufol,Na
Into the Storm,2009 TV Movie,Thaddeus O'Sullivan,Brendan Gleeson,Na
Into the Storm,2009 TV Movie,Thaddeus O'Sullivan,Clive Mantle,M
Into the Storm,2009 TV Movie,Thaddeus O'Sullivan,Adrian Scarborough,Na
Into the Storm,2009 TV Movie,Thaddeus O'Sullivan,Jack Shepherd,M
Rasputin,1996 TV Movie,Uli Edel,Alan Rickman,M
Rasputin,1996 TV Movie,Uli Edel,Greta Scacchi,F
Rasputin,1996 TV Movie,Uli Edel,Ian McKellen,M
Rasputin,1996 TV Movie,Uli Edel,David Warner,M
It's a Very Merry Muppet Christmas Movie,2002 TV Movie,Kirk R. Thatcher,Steve Whitmire,M
It's a Very Merry Muppet Christmas Movie,2002 TV Movie,Kirk R. Thatcher,Dave Goelz,F
It's a Very Merry Muppet Christmas Movie,2002 TV Movie,Kirk R. Thatcher,Bill Barretta,M
It's a Very Merry Muppet Christmas Movie,2002 TV Movie,Kirk R. Thatcher,Eric Jacobson,F
Python,2000 TV Movie,Richard Clabaugh,Frayne Rosanoff,M
Python,2000 TV Movie,Richard Clabaugh,Robert Englund,M
Python,2000 TV Movie,Richard Clabaugh,Casper Van Dien,M
Python,2000 TV Movie,Richard Clabaugh,William Zabka,M
Fail Safe,2000 TV Movie,Stephen Frears,Martin Pasetta,M
Fail Safe,2000 TV Movie,Stephen Frears,Walter Cronkite,M
Fail Safe,2000 TV Movie,Stephen Frears,Richard Dreyfuss,M
Fail Safe,2000 TV Movie,Stephen Frears,Noah Wyle,M
Fail Safe,2000 TV Movie,Stephen Frears,Brian Dennehy,M
Anne of Green Gables: The Continuing Story,2000,Megan Follows,Jonathan Crombie,F
Anne of Green Gables: The Continuing Story,2000,Megan Follows,Schuyler Grant,F
Anne of Green Gables: The Continuing Story,2000,Megan Follows,Patricia Hamilton,M
Rated X,2000 TV Movie,Emilio Estevez,Charlie Sheen,M
Rated X,2000 TV Movie,Emilio Estevez,Emilio Estevez,M
Rated X,2000 TV Movie,Emilio Estevez,Rafer Weigel,F
Rated X,2000 TV Movie,Emilio Estevez,Tracy Hutson,F
Revenge of the Nerds III: The Next Generation,1992 TV Movie,Roland Mesa,Robert Carradine,F
Revenge of the Nerds III: The Next Generation,1992 TV Movie,Roland Mesa,Ted McGinley,M
Revenge of the Nerds III: The Next Generation,1992 TV Movie,Roland Mesa,Curtis Armstrong,F
Revenge of the Nerds III: The Next Generation,1992 TV Movie,Roland Mesa,Julia Montgomery,M
A Christmas Carol,1984 TV Movie,Clive Donner,George C. Scott,F
A Christmas Carol,1984 TV Movie,Clive Donner,Frank Finlay,M
A Christmas Carol,1984 TV Movie,Clive Donner,Angela Pleasence,M
A Christmas Carol,1984 TV Movie,Clive Donner,Edward Woodward,F
Sweeney Todd: The Demon Barber of Fleet Street,1982 TV Movie,Terry Hughes,Harold Prince,F
Sweeney Todd: The Demon Barber of Fleet Street,1982 TV Movie,Terry Hughes,Angela Lansbury,M
Sweeney Todd: The Demon Barber of Fleet Street,1982 TV Movie,Terry Hughes,George Hearn,F
Sweeney Todd: The Demon Barber of Fleet Street,1982 TV Movie,Terry Hughes,Cris Groenendaal,M
Sweeney Todd: The Demon Barber of Fleet Street,1982 TV Movie,Terry Hughes,Sara Woods,M
A Christmas Carol,1999 TV Movie,David Hugh Jones,Patrick Stewart,M
A Christmas Carol,1999 TV Movie,David Hugh Jones,Richard E. Grant,M
A Christmas Carol,1999 TV Movie,David Hugh Jones,Joel Grey,M
